物种代码,物种中文名,科学学名,观测地名称,观测时间,纬度,经度,数量,省份代码,检查表ID
gragoo,灰雁 (Graylag Goose),Anser anser,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-12-06 17:00,37.7830957,119.0770984,1,CN-37,S290097667
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,黄河三角洲自然保护区--黄河口管理站 (Yellow River Delta NNR--Estuary Station),2025-12-06 17:00,37.7830957,119.0770984,1,CN-37,S290097667
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,大湖池--狮子山观鸟点 (Lake Dahuchi--Lion Hill Viewing Point),2025-12-07 07:43,29.123146,115.960142,1,CN-36,S287583399
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,塔礁洲 (Tajiao Shoal),2025-12-07 07:48,25.951441,119.360333,22,CN-35,S287599298
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,塔礁洲 (Tajiao Shoal),2025-12-07 07:48,25.951441,119.360333,6,CN-35,S287599298
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-12-07 09:15,32.8521309,120.9678737,6,CN-32,S287603853
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,条子泥--北段 (Tiaozini Tidal Flats--North Section),2025-12-07 09:15,32.8521309,120.9678737,9,CN-32,S287603853
gragoo,灰雁 (Graylag Goose),Anser anser,黄陂湖 (Huangpi Lake),2025-12-07 09:30,31.1780665,117.3827672,20,CN-34,S287750153
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄陂湖 (Huangpi Lake),2025-12-07 09:30,31.1780665,117.3827672,5,CN-34,S287750153
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,Wuxingyi Brigade,2025-12-07 09:37,28.776719,116.194081,26,CN-36,S287593806
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,鄱阳湖,2025-12-07 10:00,29.1803,116.0101,1,CN-36,S315786952
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,辛围,2025-12-07 10:02,23.508252,116.8487,4,CN-44,S287597400
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,李中水上森林公园 (Lizhong Forest Park),2025-12-07 10:57,33.0356758,119.7298901,10,CN-32,S288210445
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-12-07 10:57,37.7590434,118.9921687,20,CN-37,S287778940
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,渭河杨凌段 (Wei River - Yangling Section),2025-12-07 12:00,34.2350283,108.0710218,10,CN-61,S287780748
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,渭河杨凌段 (Wei River - Yangling Section),2025-12-07 13:00,34.2350283,108.0710218,0,CN-61,S298560494
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,沽畔水乡 (Gupan Water Town),2025-12-07 13:20,38.9956396,117.1714341,30,CN-12,S287627382
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南汇东滩--3-8号魔术林 (Nanhui Dongtan--No.3-8 Woods),2025-12-07 13:45,30.9489275,121.9638785,8,CN-31,S287605826
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,五丰岛 (Wufeng Island),2025-12-07 13:54,30.0936579,120.1213419,0,CN-33,S287654023
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,五丰岛 (Wufeng Island),2025-12-07 13:54,30.0936579,120.1213419,0,CN-33,S287654023
gragoo,灰雁 (Graylag Goose),Anser anser,东滩湿地公园 (Dongtan Wetland Park),2025-12-07 14:00,31.517616,121.9393413,20,CN-31,S288716981
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,东滩湿地公园 (Dongtan Wetland Park),2025-12-07 14:00,31.517616,121.9393413,50,CN-31,S288716981
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,官庄公园 (Guanzhuang Park),2025-12-07 14:16,39.8799075,116.5084191,1,CN-11,S287609987
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,魔术林对面农田,2025-12-07 14:40,30.947358,121.956602,1,CN-31,S287612127
gragoo,灰雁 (Graylag Goose),Anser anser,南矶观鸟平台 (Nanji Birding Platform),2025-12-07 14:51,28.9250397,116.3130943,500,CN-36,S287611397
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南矶观鸟平台 (Nanji Birding Platform),2025-12-07 14:51,28.9250397,116.3130943,500,CN-36,S287611397
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,南矶观鸟平台 (Nanji Birding Platform),2025-12-07 14:51,28.9250397,116.3130943,6,CN-36,S287611397
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-07 15:00,40.0173836,116.3938028,1,CN-11,S310193740
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-07 15:00,40.0173836,116.3938028,1,CN-11,S310193740
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-07 15:00,40.0173836,116.3938028,1,CN-11,S310193740
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"浦沿江滩 (Puyan Section, Qiantang River)",2025-12-07 15:14,30.1492958,120.1415074,10,CN-33,S292732307
gragoo,灰雁 (Graylag Goose),Anser anser,府河湿地 (Fu River Wetlands),2025-12-07 15:30,30.7524508,114.1576218,0,CN-42,S287649603
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,府河湿地 (Fu River Wetlands),2025-12-07 15:30,30.7524508,114.1576218,0,CN-42,S287649603
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,府河湿地 (Fu River Wetlands),2025-12-07 15:30,30.7524508,114.1576218,0,CN-42,S287649603
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,西泊圩 (Xibowei Wetlands),2025-12-07 15:55,31.5943209,117.2773008,1,CN-34,S287615029
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,鱼梁洲中央生态公园 (Yuliangzhou Central Eco-Park),2025-12-07 16:30,32.039256,112.209178,4,CN-42,S288011735
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,宗角禄康公园 (Dzongyab Lukhang Park),2025-12-07 18:00,29.657358,91.119976,50,CN-54,S287625001
gragoo,灰雁 (Graylag Goose),Anser anser,流花湖公园 (Liuhua Lake Park),2025-12-08 09:26,23.1358916,113.2511473,1,CN-44,S287751371
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,流花湖公园 (Liuhua Lake Park),2025-12-08 09:26,23.1358916,113.2511473,1,CN-44,S287751371
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,三三公路与世纪塘路交叉口(浦东新区),2025-12-08 14:04,30.96047,121.9682,5,CN-31,S290004530
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,大湖池--狮子山观鸟点 (Lake Dahuchi--Lion Hill Viewing Point),2025-12-08 14:31,29.123146,115.960142,1,CN-36,S287781152
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,大湖池--狮子山观鸟点 (Lake Dahuchi--Lion Hill Viewing Point),2025-12-08 14:31,29.123146,115.960142,0,CN-36,S287781152
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大湖池--狮子山观鸟点 (Lake Dahuchi--Lion Hill Viewing Point),2025-12-08 14:31,29.123146,115.960142,0,CN-36,S287781152
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大湖池--狮子山观鸟点 (Lake Dahuchi--Lion Hill Viewing Point),2025-12-08 14:31,29.123146,115.960142,0,CN-36,S287781152
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"林渡花海, 苏州市 CN-江苏省 (31.1258,120.5273)",2025-12-08 14:55,31.125803,120.52728,2,CN-32,S287762553
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,拉萨河 (Lhasa River),2025-12-08 15:00,29.6383062,91.1341667,200,CN-54,S287769435
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"浦沿江滩 (Puyan Section, Qiantang River)",2025-12-08 15:27,30.1492958,120.1415074,1,CN-33,S287768079
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,怀柔水库 (Huairou Reservoir),2025-12-09 06:08,40.3200178,116.610117,4,CN-11,S287896386
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-12-09 07:00,31.4951401,121.9647217,25,CN-31,S288012623
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-12-09 07:00,31.4951401,121.9647217,40,CN-31,S288012623
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-12-09 07:00,31.4951401,121.9647217,120,CN-31,S288012623
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,朱市湖 (Zhushi Lake),2025-12-09 09:45,29.17558,115.978221,0,CN-36,S287872055
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-09 10:43,40.0173836,116.3938028,0,CN-11,S294125265
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-09 10:43,40.0173836,116.3938028,0,CN-11,S294125265
gragoo,灰雁 (Graylag Goose),Anser anser,南矶观鸟平台 (Nanji Birding Platform),2025-12-09 12:31,28.9250397,116.3130943,0,CN-36,S287994829
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南矶观鸟平台 (Nanji Birding Platform),2025-12-09 12:31,28.9250397,116.3130943,0,CN-36,S287994829
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南矶观鸟平台 (Nanji Birding Platform),2025-12-09 12:31,28.9250397,116.3130943,0,CN-36,S287994829
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南矶观鸟平台 (Nanji Birding Platform),2025-12-09 12:31,28.9250397,116.3130943,0,CN-36,S287994829
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"之江绿道, 杭州市 CN-浙江省",2025-12-09 12:43,30.089652,120.106611,15,CN-33,S287892438
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"之江绿道, 杭州市 CN-浙江省",2025-12-09 12:43,30.089652,120.106611,10,CN-33,S287892438
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,翠湖公园 (Cuihu Park),2025-12-09 12:57,25.0486367,102.7037879,6,CN-53,S287883427
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北八滧 (Beibayao),2025-12-09 13:20,31.5933223,121.8447603,30,CN-31,S287909988
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马场 (Ma Chang),2025-12-10 06:28,40.3798824,115.8416955,710,CN-11,S287993002
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,渭河杨凌段 (Wei River - Yangling Section),2025-12-10 08:00,34.2350283,108.0710218,5,CN-61,S307688891
gragoo,灰雁 (Graylag Goose),Anser anser,插旗洲 (Chaqizhou),2025-12-10 11:38,28.8453745,116.4850849,0,CN-36,S287994797
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,插旗洲 (Chaqizhou),2025-12-10 11:38,28.8453745,116.4850849,0,CN-36,S287994797
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,插旗洲 (Chaqizhou),2025-12-10 11:38,28.8453745,116.4850849,0,CN-36,S287994797
gragoo,灰雁 (Graylag Goose),Anser anser,黄河口观鸟温情服务站（Yellow River Delta Birdwatching Service Station),2025-12-10 14:28,37.721844,119.018359,50,CN-37,S287992515
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,上海野生动物园 (Shanghai Wild Animal Park),2025-12-10 16:13,31.057479,121.720941,1,CN-31,S287997570
gragoo,灰雁 (Graylag Goose),Anser anser,洱海--西岸 (Erhai Lake--West Shore),2025-12-10 16:49,25.6982808,100.2068762,1,CN-53,S288001894
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马场 (Ma Chang),2025-12-11 06:03,40.3798824,115.8416955,870,CN-11,S288105523
gragoo,灰雁 (Graylag Goose),Anser anser,明湖公园 (Minghu Park),2025-12-11 08:28,32.2264412,118.3766176,0,CN-34,S310596506
gragoo,灰雁 (Graylag Goose),Anser anser,"57 幸福路, 成都市, 四川省, CN (30.996, 103.621)",2025-12-11 08:30,30.995964,103.6214197,2,CN-51,S289260121
gragoo,灰雁 (Graylag Goose),Anser anser,怀柔水库,2025-12-11 10:00,40.36713,116.62726,1,CN-11,S288146653
gragoo,灰雁 (Graylag Goose),Anser anser,府河湿地 (Fu River Wetlands),2025-12-11 10:00,30.7524508,114.1576218,50,CN-42,S291840826
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,府河湿地 (Fu River Wetlands),2025-12-11 10:00,30.7524508,114.1576218,50,CN-42,S291840826
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,黄河三角洲自然保护区--大汶流管理站 (Yellow River Delta NNR--Dawenliu Station),2025-12-11 13:55,37.7590434,118.9921687,50,CN-37,S288097667
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,钱塘大湾区湿地公园 (Qiantang Bay Area Wetland Park),2025-12-11 14:10,30.2900206,120.6830097,22,CN-33,S288104879
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,钱塘大湾区湿地公园 (Qiantang Bay Area Wetland Park),2025-12-11 14:10,30.2900206,120.6830097,2,CN-33,S288104879
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,朝阳公园 (Chaoyang Park),2025-12-11 15:00,39.9395667,116.4792716,0,CN-11,S294125556
gragoo,灰雁 (Graylag Goose),Anser anser,"黄河口镇, 东营市 CN-山东省 37.73826, 118.93261",2025-12-11 15:11,37.738263,118.932613,20,CN-37,S288100206
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"黄河口镇, 东营市 CN-山东省 37.73826, 118.93261",2025-12-11 15:11,37.738263,118.932613,5,CN-37,S288100206
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"黄河口镇, 东营市 CN-山东省 37.73826, 118.93261",2025-12-11 15:11,37.738263,118.932613,100,CN-37,S288100206
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Marsh Caohai,2025-12-11 17:45,26.877401,104.2132,30,CN-52,S288110934
gragoo,灰雁 (Graylag Goose),Anser anser,"Huanhu Road, Deqen CN-Yunnan 27.80718, 99.66002",2025-12-11 17:52,27.807177,99.660022,29,CN-53,S288110849
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,北湖草荡 (Beihu Marshland),2025-12-12 09:00,30.347714,119.9294114,3,CN-33,S288233979
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,Luoluoshan,2025-12-12 11:48,26.8404,104.211705,0,CN-52,S288210904
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北湖草荡 (Beihu Marshland),2025-12-12 11:49,30.347714,119.9294114,3,CN-33,S288221410
gragoo,灰雁 (Graylag Goose),Anser anser,拉市海--东岸 (Lashihai Lake--East Shore),2025-12-12 17:35,26.8779808,100.1541138,35,CN-53,S288226840
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北湖草荡 (Beihu Marshland),2025-12-13 06:14,30.347714,119.9294114,10,CN-33,S288353795
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北湖草荡 (Beihu Marshland),2025-12-13 06:46,30.347714,119.9294114,7,CN-33,S288367171
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,北湖草荡 (Beihu Marshland),2025-12-13 07:17,30.347714,119.9294114,8,CN-33,S288356327
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,马场 (Ma Chang),2025-12-13 08:00,40.3798824,115.8416955,30,CN-11,S288337633
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,亭湖区盐城丹顶鹤湿地生态旅游区,2025-12-13 08:00,33.60868,120.52394,0,CN-32,S293046802
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,西沙明珠湖 (Xisha Mingzhu Lake),2025-12-13 08:35,31.7378605,121.2527886,500,CN-31,S288333016
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-13 09:00,40.0173836,116.3938028,2,CN-11,S289248603
gragoo,灰雁 (Graylag Goose),Anser anser,流花湖公园 (Liuhua Lake Park),2025-12-13 10:00,23.1358916,113.2511473,0,CN-44,S288514020
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,流花湖公园 (Liuhua Lake Park),2025-12-13 10:00,23.1358916,113.2511473,0,CN-44,S288514020
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,府河湿地 (Fu River Wetlands),2025-12-13 10:00,30.7524508,114.1576218,0,CN-42,S288360984
gragoo,灰雁 (Graylag Goose),Anser anser,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-12-13 10:52,40.007867,116.3006421,2,CN-11,S288659480
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,圆明园 (Old Summer Palace [Yuanming Yuan]),2025-12-13 10:52,40.007867,116.3006421,1,CN-11,S288659480
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,大清河农场 (Daqinghe Farm),2025-12-13 11:00,39.205807,117.579134,1,CN-12,S288381713
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,大清河农场 (Daqinghe Farm),2025-12-13 11:00,39.205807,117.579134,200,CN-12,S288381713
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,大清河农场 (Daqinghe Farm),2025-12-13 11:00,39.205807,117.579134,200,CN-12,S288381713
gragoo,灰雁 (Graylag Goose),Anser anser,大黄堡湿地 (Dahuangpu Wetlands),2025-12-13 11:19,39.417286,117.272781,2,CN-12,S288363000
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,硝池 (Saltpeter Pond),2025-12-13 14:30,34.9238678,110.8145038,60,CN-14,S288481460
gragoo,灰雁 (Graylag Goose),Anser anser,"柏泉府河湿地观鸟台, 武汉市 CN-湖北省 (30.7536,114.1485)",2025-12-13 14:32,30.753632,114.148517,20,CN-42,S288347620
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"柏泉府河湿地观鸟台, 武汉市 CN-湖北省 (30.7536,114.1485)",2025-12-13 14:32,30.753632,114.148517,1,CN-42,S288347620
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"柏泉府河湿地观鸟台, 武汉市 CN-湖北省 (30.7536,114.1485)",2025-12-13 14:32,30.753632,114.148517,500,CN-42,S288347620
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,"柏泉府河湿地观鸟台, 武汉市 CN-湖北省 (30.7536,114.1485)",2025-12-13 14:32,30.753632,114.148517,100,CN-42,S288347620
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,圩角村修水沿岸 (Xiushui River at Weijiao),2025-12-13 16:18,29.0952277,115.9142158,40,CN-36,S288672213
gragoo,灰雁 (Graylag Goose),Anser anser,圩角村修水沿岸 (Xiushui River at Weijiao),2025-12-13 16:35,29.0952277,115.9142158,20,CN-36,S288345870
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,圩角村修水沿岸 (Xiushui River at Weijiao),2025-12-13 16:35,29.0952277,115.9142158,20,CN-36,S288345870
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,"Yuhang, Hangzhou CN-Zhejiang 30.35343, 119.87714",2025-12-13 16:58,30.353427,119.877139,20,CN-33,S288348157
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,沙湖山 (Shahushan),2025-12-13 17:00,29.1815657,115.9143325,40,CN-36,S288664735
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,沙湖山 (Shahushan),2025-12-13 17:00,29.1815657,115.9143325,40,CN-36,S288664735
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,曹娥江口 (Cao'e River Estuary),2025-12-14,30.2208245,120.7632158,1,CN-33,S292939716
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,明湖公园 (Minghu Park),2025-12-14 06:42,32.2264412,118.3766176,0,CN-34,S310596505
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,塔礁洲 (Tajiao Shoal),2025-12-14 08:18,25.951441,119.360333,21,CN-35,S288506459
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,塔礁洲 (Tajiao Shoal),2025-12-14 08:18,25.951441,119.360333,5,CN-35,S288506459
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-14 08:40,40.0173836,116.3938028,10,CN-11,S288496616
gragoo,灰雁 (Graylag Goose),Anser anser,奥林匹克森林公园南园 (Olympic Forest Park South),2025-12-14 08:40,40.0173836,116.3938028,6,CN-11,S288496616
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,菖蒲河公园 (Changpu River Park),2025-12-14 09:00,39.9084509,116.4043646,3,CN-11,S288684624
gragoo,灰雁 (Graylag Goose),Anser anser,北大港外围农田,2025-12-14 09:00,38.665889,117.295017,100,CN-12,S288553989
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,北大港外围农田,2025-12-14 09:00,38.665889,117.295017,200,CN-12,S288553989
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,北大港外围农田,2025-12-14 09:00,38.665889,117.295017,30,CN-12,S288553989
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,南矶山 (Nanjishan),2025-12-14 11:25,28.9484013,116.3569724,150,CN-36,S288664704
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,南矶山 (Nanjishan),2025-12-14 11:25,28.9484013,116.3569724,100,CN-36,S288664704
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南矶山 (Nanjishan),2025-12-14 11:25,28.9484013,116.3569724,200,CN-36,S288664704
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"上涉湖@法泗街道, 武汉市 CN-湖北省 (30.1324,114.2200)",2025-12-14 11:38,30.132418,114.21995,200,CN-42,S288497051
gragoo,灰雁 (Graylag Goose),Anser anser,"蒋巷镇, 南昌市 CN-江西省 28.89385, 116.17951",2025-12-14 11:40,28.893852,116.179513,70,CN-36,S288672185
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,"蒋巷镇, 南昌市 CN-江西省 28.89385, 116.17951",2025-12-14 11:40,28.893852,116.179513,20,CN-36,S288672185
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,南汇东滩 (Nanhui Dongtan),2025-12-14 12:00,30.918356,121.9774164,5,CN-31,S288912742
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-12-14 12:56,31.5040035,118.8386108,200,CN-34,S288515827
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,石臼湖 [安徽] (Shijiu Lake [Anhui]),2025-12-14 12:56,31.5040035,118.8386108,2,CN-34,S288515827
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,翠湖公园 (Cuihu Park),2025-12-14 13:30,25.0486367,102.7037879,3,CN-53,S291365557
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,白马涧龙池 (Baimajian Dragon Ponds),2025-12-14 14:00,31.2961401,120.4917959,1,CN-32,S288506328
gragoo,灰雁 (Graylag Goose),Anser anser,龙袍湿地 (Longpao Wetlands),2025-12-14 14:16,32.190193,118.9891502,20,CN-32,S288527028
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,龙袍湿地 (Longpao Wetlands),2025-12-14 14:16,32.190193,118.9891502,20,CN-32,S288527028
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,曹娥江口 (Cao'e River Estuary),2025-12-14 14:56,30.2208245,120.7632158,2,CN-33,S288502508
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,"乾西乡, 金华市 CN-浙江省 (29.1214,119.5513)",2025-12-14 15:00,29.121355,119.551254,3,CN-33,S288506726
bahgoo,斑头雁 (Bar-headed Goose),Anser indicus,日喀则市 桑珠孜区 318国道,2025-12-14 16:00,29.3396,89.52988,50,CN-54,S296799286
gwfgoo,白额雁 (Greater White-fronted Goose),Anser albifrons,澉南海堤湿地 (Gannan Coast and Wetlands),2025-12-15 07:00,30.341823,120.877044,10,CN-33,S288666095
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-12-15 09:05,31.4951401,121.9647217,1,CN-31,S288712075
gragoo,灰雁 (Graylag Goose),Anser anser,明湖公园 (Minghu Park),2025-12-15 09:25,32.2264412,118.3766176,0,CN-34,S310596504
taibeg1,豆雁-寒林豆雁 (Taiga Bean-Goose),Anser fabalis,明湖公园 (Minghu Park),2025-12-15 09:25,32.2264412,118.3766176,0,CN-34,S310596504
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,网湖湿地省级自然保护区 (Wanghu Wetland PNR),2025-12-15 09:56,29.886448,115.333619,52,CN-42,S288903465
tunbeg1,豆雁-短嘴豆雁 (Tundra Bean-Goose),Anser serrirostris,网湖湿地省级自然保护区 (Wanghu Wetland PNR),2025-12-15 09:56,29.886448,115.333619,24,CN-42,S288903465
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,什刹海--西海 (Shichahai--Xihai Lake),2025-12-15 10:07,39.9467415,116.3768739,1,CN-11,S288677079
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,焦西滩 (Jiaoxi Tan),2025-12-15 15:02,32.242715,119.464841,19,CN-32,S288680308
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,白鹤洲 (Baihezhou),2025-12-15 15:49,28.8402384,116.4561555,0,CN-36,S288680014
gragoo,灰雁 (Graylag Goose),Anser anser,沉湖--中堤 (Chen Lake--Middle Embankment),2025-12-15 16:36,30.3223771,113.8670667,13,CN-42,S288684175
swagoo1,鸿雁 (Swan Goose),Anser cygnoides,镇江长江生态湿地公园 (Zhenjiang Yangtze Eco-Wetland Park),2025-12-16,32.2474777,119.4400974,25,CN-32,S291159655
gragoo,灰雁 (Graylag Goose),Anser anser,崇明东滩鸟类自然保护区 (Chongming Dongtan NNR),2025-12-16 06:49,31.4951401,121.9647217,0,CN-31,S288783327
